phrase,frequency,seed_word,Volume,source_type,word_count,phrase_length,has_question_word,has_best_or_top,is_question_like,query_type,cluster_id_A,cluster_size,is_noise
pro comp wheels,1,composer,6600,keyword_tool,3,15,False,False,False,normal,-1,3786,True
pro press tool,1,tool,9900,keyword_tool,3,14,False,False,False,normal,-1,3786,True
product designer,1,designer,6600,keyword_tool,2,16,False,False,False,normal,-1,3786,True
production assistant jobs,1,assistant,5400,keyword_tool,3,25,False,False,False,normal,14,71,False
programing codes for rca universal remote,1,code,9900,keyword_tool,6,41,False,False,False,normal,3,13,False
project of an animal cell,1,anime,5400,keyword_tool,5,25,False,False,False,normal,-1,3786,True
promo code for zazzle invitations,1,code,9900,keyword_tool,5,33,False,False,False,normal,39,306,False
promotion code for kalahari resorts,1,code,8100,keyword_tool,5,35,False,False,False,normal,-1,3786,True
promotional code shutterfly,1,code,14800,keyword_tool,3,27,False,False,False,normal,-1,3786,True
propress tool,1,tool,8100,keyword_tool,2,13,False,False,False,normal,-1,3786,True
prorated rent calculator,1,calculator,9900,keyword_tool,3,24,False,False,False,normal,23,58,False
proshares ultra qqq top 30 etf,1,top,9900,keyword_tool,6,30,False,True,False,best_list,-1,3786,True
proto tools,1,tool,5400,keyword_tool,2,11,False,False,False,normal,-1,3786,True
protocole individuel de formation,1,format,6600,keyword_tool,4,33,False,False,False,normal,-1,3786,True
providence animal shelter,1,anime,6600,keyword_tool,3,25,False,False,False,normal,15,13,False
ps code discount,1,code,5400,keyword_tool,3,16,False,False,False,normal,39,306,False
psu physician assistant,1,assistant,18100,keyword_tool,3,23,False,False,False,normal,-1,3786,True
psu power calculator,1,calculator,5400,keyword_tool,3,20,False,False,False,normal,-1,3786,True
psychopath test,1,tester,12100,keyword_tool,2,15,False,False,False,normal,-1,3786,True
psychopathy test,1,tester,5400,keyword_tool,2,16,False,False,False,normal,-1,3786,True
ptcb practice test,1,tester,9900,keyword_tool,3,18,False,False,False,normal,7,57,False
pto calculator,1,calculator,5400,keyword_tool,2,14,False,False,False,normal,-1,3786,True
public domain songs,1,song,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
publix logo,1,logo,6600,keyword_tool,2,11,False,False,False,normal,-1,3786,True
puget sound energy,1,sound,90500,keyword_tool,3,18,False,False,False,normal,-1,3786,True
pulse code modulation,1,code,6600,keyword_tool,3,21,False,False,False,normal,-1,3786,True
puma discount code,1,code,8100,keyword_tool,3,18,False,False,False,normal,39,306,False
pumpkin carving tools,1,tool,6600,keyword_tool,3,21,False,False,False,normal,60,37,False
pumpkin painting ideas,1,ideas,60500,keyword_tool,3,22,False,False,False,normal,60,37,False
pup patrol videos,1,video,5400,keyword_tool,3,17,False,False,False,normal,37,17,False
purity test,1,tester,18100,keyword_tool,2,11,False,False,False,normal,-1,3786,True
purple color nail art designs,1,designer,12100,keyword_tool,5,29,False,False,False,normal,61,48,False
purple heart emoji,1,emoji,12100,keyword_tool,3,18,False,False,False,normal,-1,3786,True
purple nail designs,1,designer,9900,keyword_tool,3,19,False,False,False,normal,61,48,False
purple top,1,top,5400,keyword_tool,2,10,False,True,False,best_list,51,49,False
push present ideas,1,ideas,5400,keyword_tool,3,18,False,False,False,normal,-1,3786,True
qatar airways promo code,1,code,5400,keyword_tool,4,24,False,False,False,normal,39,306,False
qr code business card,1,code,5400,keyword_tool,4,21,False,False,False,normal,-1,3786,True
qr codes in print,1,code,6600,keyword_tool,4,17,False,False,False,normal,-1,3786,True
quadratic calculator,1,calculator,5400,keyword_tool,2,20,False,False,False,normal,-1,3786,True
quadratic equation calculator,1,calculator,14800,keyword_tool,3,29,False,False,False,normal,-1,3786,True
quadratic formula calculator,1,calculator,60500,keyword_tool,3,28,False,False,False,normal,-1,3786,True
quasi face mask,1,face,5400,keyword_tool,3,15,False,False,False,normal,-1,3786,True
quesadilla maker,1,maker,8100,keyword_tool,2,16,False,False,False,normal,-1,3786,True
quick dinner ideas for 2,1,ideas,8100,keyword_tool,5,24,False,False,False,normal,60,37,False
quick weave styles,1,style,5400,keyword_tool,3,18,False,False,False,normal,-1,3786,True
quilt pattern,1,pattern,8100,keyword_tool,2,13,False,False,False,normal,48,36,False
quince discount code,1,code,33100,keyword_tool,3,20,False,False,False,normal,39,306,False
quiz totem animal,1,anime,9900,keyword_tool,3,17,False,False,False,normal,-1,3786,True
rabbit video chat,1,video,18100,keyword_tool,3,17,False,False,False,normal,-1,3786,True
race pace calculator,1,calculator,6600,keyword_tool,3,20,False,False,False,normal,-1,3786,True
race purity test,1,tester,22200,keyword_tool,3,16,False,False,False,normal,-1,3786,True
racepurity test,1,tester,8100,keyword_tool,2,15,False,False,False,normal,-1,3786,True
racine carree calculator,1,calculator,14800,keyword_tool,3,24,False,False,False,normal,-1,3786,True
racing simulator cockpit,1,simulator,6600,keyword_tool,3,24,False,False,False,normal,-1,3786,True
racism purity test,1,tester,14800,keyword_tool,3,18,False,False,False,normal,-1,3786,True
radical calculator,1,calculator,8100,keyword_tool,2,18,False,False,False,normal,-1,3786,True
radonmätare test,1,tester,9900,keyword_tool,2,16,False,False,False,normal,-1,3786,True
raffi songs,1,song,5400,keyword_tool,2,11,False,False,False,normal,-1,3786,True
raffle basket ideas,1,ideas,6600,keyword_tool,3,19,False,False,False,normal,-1,3786,True
rafter calculator,1,calculator,6600,keyword_tool,2,17,False,False,False,normal,-1,3786,True
raid log,1,logo,6600,keyword_tool,2,8,False,False,False,normal,-1,3786,True
raid shadow legends promo codes,1,code,40500,keyword_tool,5,31,False,False,False,normal,-1,3786,True
rainforest action network,1,action,6600,keyword_tool,3,25,False,False,False,normal,-1,3786,True
rainforest animals and,1,anime,5400,keyword_tool,3,22,False,False,False,normal,-1,3786,True
raised mcv in blood test,1,tester,12100,keyword_tool,5,24,False,False,False,normal,7,57,False
rally house promo code,1,code,6600,keyword_tool,4,22,False,False,False,normal,39,306,False
ralph lauren sweat top,1,top,6600,keyword_tool,4,22,False,True,False,best_list,-1,3786,True
ramen toppings,1,top,14800,keyword_tool,2,14,False,False,False,normal,41,24,False
ramsey investment calculator,1,calculator,9900,keyword_tool,3,28,False,False,False,normal,-1,3786,True
ramsey retirement calculator,1,calculator,8100,keyword_tool,3,28,False,False,False,normal,-1,3786,True
ranch style beans,1,style,14800,keyword_tool,3,17,False,False,False,normal,-1,3786,True
ranch style house plans,1,style,9900,keyword_tool,4,23,False,False,False,normal,-1,3786,True
random phone number generator,1,generator,5400,keyword_tool,4,29,False,False,False,normal,-1,3786,True
random verse generator,1,generator,5400,keyword_tool,3,22,False,False,False,normal,-1,3786,True
rap lyrics generator,1,generator,6600,keyword_tool,3,20,False,False,False,normal,-1,3786,True
rap name generator,1,generator,9900,keyword_tool,3,18,False,False,False,normal,-1,3786,True
rarest animal in the world,1,anime,8100,keyword_tool,5,26,False,False,False,normal,-1,3786,True
rational test virtualization server,1,tester,6600,keyword_tool,4,35,False,False,False,normal,-1,3786,True
ravi shankar composer,1,composer,6600,keyword_tool,3,21,False,False,False,normal,-1,3786,True
ray ban promo code,1,code,5400,keyword_tool,4,18,False,False,False,normal,-1,3786,True
rayburn house office building,1,builder,9900,keyword_tool,4,29,False,False,False,normal,-1,3786,True
rayburn house office building washington,1,builder,6600,keyword_tool,5,40,False,False,False,normal,-1,3786,True
rca codes for remote control,1,code,6600,keyword_tool,5,28,False,False,False,normal,3,13,False
rca multi remote codes,1,code,6600,keyword_tool,4,22,False,False,False,normal,3,13,False
rca universal remote codes,1,code,18100,keyword_tool,4,26,False,False,False,normal,3,13,False
rca universal remote with code,1,code,6600,keyword_tool,5,30,False,False,False,normal,3,13,False
rdw blood test,1,tester,110000,keyword_tool,3,14,False,False,False,normal,7,57,False
rdw blood test high,1,tester,49500,keyword_tool,4,19,False,False,False,normal,7,57,False
rdw in blood test is high,1,tester,6600,keyword_tool,6,25,False,False,False,normal,7,57,False
rdw test in blood,1,tester,5400,keyword_tool,4,17,False,False,False,normal,7,57,False
reading log,1,logo,6600,keyword_tool,2,11,False,False,False,normal,-1,3786,True
realtor logo,1,logo,6600,keyword_tool,2,12,False,False,False,normal,-1,3786,True
recessed lighting calculator,1,calculator,5400,keyword_tool,3,28,False,False,False,normal,-1,3786,True
recipe nutrition calculator,1,calculator,6600,keyword_tool,3,27,False,False,False,normal,-1,3786,True
recipe to make paella,1,maker,9900,keyword_tool,4,21,False,False,False,normal,-1,3786,True
red corset top,1,top,8100,keyword_tool,3,14,False,True,False,best_list,51,49,False
red nail designs,1,designer,12100,keyword_tool,3,16,False,False,False,normal,61,48,False
red nail patterns,1,pattern,9900,keyword_tool,3,17,False,False,False,normal,-1,3786,True
red tank top,1,top,6600,keyword_tool,3,12,False,True,False,best_list,51,49,False
red top,1,top,18100,keyword_tool,2,7,False,True,False,best_list,51,49,False
red top mountain state park cartersville georgia,1,top,6600,keyword_tool,7,48,False,True,False,best_list,-1,3786,True
red tops,1,top,6600,keyword_tool,2,8,False,False,False,normal,51,49,False
redbubble coupon codes,1,code,5400,keyword_tool,3,22,False,False,False,normal,39,306,False
redskins logo,1,logo,14800,keyword_tool,2,13,False,False,False,normal,22,61,False
reformation coupon code,1,code,5400,keyword_tool,3,23,False,False,False,normal,39,306,False
reformation promo code,1,code,6600,keyword_tool,3,22,False,False,False,normal,39,306,False
refrigerator with ice maker,1,maker,5400,keyword_tool,4,27,False,False,False,normal,38,29,False
regal coupon code,1,code,5400,keyword_tool,3,17,False,False,False,normal,39,306,False
regal discount code,1,code,5400,keyword_tool,3,19,False,False,False,normal,39,306,False
regal promo code,1,code,8100,keyword_tool,3,16,False,False,False,normal,39,306,False
regional selective assistance,1,assistant,14800,keyword_tool,3,29,False,False,False,normal,-1,3786,True
regression testing,1,tester,12100,keyword_tool,2,18,False,False,False,normal,-1,3786,True
relay tester,1,tester,8100,keyword_tool,2,12,False,False,False,normal,13,18,False
released staar test,1,tester,6600,keyword_tool,3,19,False,False,False,normal,-1,3786,True
reliability test system,1,tester,6600,keyword_tool,3,23,False,False,False,normal,-1,3786,True
remote administrative assistant jobs,1,assistant,5400,keyword_tool,4,36,False,False,False,normal,14,71,False
remote control codes for ge,1,code,5400,keyword_tool,5,27,False,False,False,normal,3,13,False
remote diagnostic agent,1,agent,5400,keyword_tool,3,23,False,False,False,normal,-1,3786,True
remote executive assistant jobs,1,assistant,5400,keyword_tool,4,31,False,False,False,normal,14,71,False
remote medical assistant jobs,1,assistant,6600,keyword_tool,4,29,False,False,False,normal,14,71,False
remote start installation,1,starter,6600,keyword_tool,3,25,False,False,False,normal,-1,3786,True
remote start installation near me,1,starter,12100,keyword_tool,5,33,False,False,False,normal,-1,3786,True
remote start kit,1,starter,5400,keyword_tool,3,16,False,False,False,normal,-1,3786,True
rent a tool at autozone,1,tool,5400,keyword_tool,5,23,False,False,False,normal,-1,3786,True
rent affordability calculator,1,calculator,14800,keyword_tool,3,29,False,False,False,normal,-1,3786,True
required minimum distribution calculator,1,calculator,8100,keyword_tool,4,40,False,False,False,normal,-1,3786,True
resistor calculator,1,calculator,5400,keyword_tool,2,19,False,False,False,normal,-1,3786,True
resume objective examples,1,example,8100,keyword_tool,3,25,False,False,False,normal,-1,3786,True
retirement gift ideas,1,ideas,6600,keyword_tool,3,21,False,False,False,normal,-1,3786,True
retro style dress to impress,1,style,5400,keyword_tool,5,28,False,False,False,normal,39,306,False
reverse mortgage calculator,1,calculator,14800,keyword_tool,3,27,False,False,False,normal,23,58,False
revival rugs discount code,1,code,5400,keyword_tool,4,26,False,False,False,normal,39,306,False
revolve coupon code,1,code,12100,keyword_tool,3,19,False,False,False,normal,39,306,False
revolve discount code,1,code,12100,keyword_tool,3,21,False,False,False,normal,39,306,False
rhoback discount code,1,code,8100,keyword_tool,3,21,False,False,False,normal,39,306,False
rhode island area code 401,1,code,8100,keyword_tool,5,26,False,False,False,normal,-1,3786,True
rhyme without reason ideas,1,ideas,14800,keyword_tool,4,26,False,False,False,normal,-1,3786,True
ribbon rack builder,1,builder,6600,keyword_tool,3,19,False,False,False,normal,-1,3786,True
rick owens low top,1,top,6600,keyword_tool,4,18,False,True,False,best_list,-1,3786,True
rick roll qr code,1,code,5400,keyword_tool,4,17,False,False,False,normal,-1,3786,True
riley blake designs,1,designer,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
ring doorbell sound,1,sound,8100,keyword_tool,3,19,False,False,False,normal,-1,3786,True
ring sizer tool,1,tool,8100,keyword_tool,3,15,False,False,False,normal,17,22,False
rio animated film,1,anime,9900,keyword_tool,3,17,False,False,False,normal,-1,3786,True
rivian logo,1,logo,5400,keyword_tool,2,11,False,False,False,normal,22,61,False
roadside assistance near me,1,assistant,40500,keyword_tool,4,27,False,False,False,normal,-1,3786,True
roaring twenties style men,1,style,5400,keyword_tool,4,26,False,False,False,normal,-1,3786,True
rock auto discount code,1,code,5400,keyword_tool,4,23,False,False,False,normal,39,306,False
rock calculator,1,calculator,8100,keyword_tool,2,15,False,False,False,normal,23,58,False
rock painting ideas,1,ideas,22200,keyword_tool,3,19,False,False,False,normal,-1,3786,True
rockauto discount code,1,code,33100,keyword_tool,3,22,False,False,False,normal,39,306,False
rocky top sports world,1,top,6600,keyword_tool,4,22,False,True,False,best_list,-1,3786,True
roleplay ideas,1,ideas,6600,keyword_tool,2,14,False,False,False,normal,-1,3786,True
roll top desk,1,top,9900,keyword_tool,3,13,False,True,False,best_list,-1,3786,True
rolling tool box,1,tool,14800,keyword_tool,3,16,False,False,False,normal,34,45,False
romantic date ideas,1,ideas,5400,keyword_tool,3,19,False,False,False,normal,53,22,False
ronald reagan building,1,builder,12100,keyword_tool,3,22,False,False,False,normal,-1,3786,True
ronald reagan building and international trade center,1,builder,5400,keyword_tool,7,53,False,False,False,normal,-1,3786,True
roof top tent,1,top,9900,keyword_tool,3,13,False,True,False,best_list,-1,3786,True
roof top tent roof top tent,1,top,12100,keyword_tool,6,27,False,True,False,best_list,-1,3786,True
rose tattoo designs,1,designer,9900,keyword_tool,3,19,False,False,False,normal,58,41,False
roti maker,1,maker,8100,keyword_tool,2,10,False,False,False,normal,-1,3786,True
round face,1,face,6600,keyword_tool,2,10,False,False,False,normal,-1,3786,True
round top texas,1,top,14800,keyword_tool,3,15,False,True,False,best_list,-1,3786,True
round up calculator,1,calculator,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
rounding calculator,1,calculator,27100,keyword_tool,2,19,False,False,False,normal,20,14,False
rover promo code,1,code,6600,keyword_tool,3,16,False,False,False,normal,39,306,False
rsm student portal,1,portal,40500,keyword_tool,3,18,False,False,False,normal,-1,3786,True
rsv test,1,tester,9900,keyword_tool,2,8,False,False,False,normal,-1,3786,True
rtic promo code,1,code,8100,keyword_tool,3,15,False,False,False,normal,39,306,False
rube goldberg machine ideas,1,ideas,6600,keyword_tool,4,27,False,False,False,normal,-1,3786,True
rula provider portal,1,portal,12100,keyword_tool,3,20,False,False,False,normal,-1,3786,True
run pace calculator,1,calculator,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
rv loan calculator,1,calculator,22200,keyword_tool,3,18,False,False,False,normal,23,58,False
rv payment calculator,1,calculator,6600,keyword_tool,3,21,False,False,False,normal,23,58,False
ryobi generator,1,generator,8100,keyword_tool,2,15,False,False,False,normal,-1,3786,True
s21 ultra sound,1,sound,6600,keyword_tool,3,15,False,False,False,normal,-1,3786,True
sacramento front street animal,1,anime,9900,keyword_tool,4,30,False,False,False,normal,-1,3786,True
saddest songs of all time,1,song,5400,keyword_tool,5,25,False,False,False,normal,-1,3786,True
safariland comp,1,composer,5400,keyword_tool,2,15,False,False,False,normal,-1,3786,True
safelite promo code,1,code,22200,keyword_tool,3,19,False,False,False,normal,39,306,False
sakrete calculator,1,calculator,5400,keyword_tool,2,18,False,False,False,normal,24,15,False
salad toppings,1,top,9900,keyword_tool,2,14,False,False,False,normal,41,24,False
salary raise calculator,1,calculator,5400,keyword_tool,3,23,False,False,False,normal,-1,3786,True
sale log splitter,1,logo,5400,keyword_tool,3,17,False,False,False,normal,-1,3786,True
salicylic acid face wash,1,face,12100,keyword_tool,4,24,False,False,False,normal,55,15,False
saliva drug test,1,tester,6600,keyword_tool,3,16,False,False,False,normal,-1,3786,True
sally beauty promo code,1,code,5400,keyword_tool,4,23,False,False,False,normal,39,306,False
salty face,1,face,6600,keyword_tool,2,10,False,False,False,normal,-1,3786,True
same day road test,1,tester,5400,keyword_tool,4,18,False,False,False,normal,-1,3786,True
sample permit test ma,1,tester,5400,keyword_tool,4,21,False,False,False,normal,7,57,False
samsung washer 4c code,1,code,6600,keyword_tool,4,22,False,False,False,normal,-1,3786,True
san antonio animal care services san antonio tx,1,anime,5400,keyword_tool,8,47,False,False,False,normal,-1,3786,True
san diego airport code,1,code,6600,keyword_tool,4,22,False,False,False,normal,-1,3786,True
san francisco bay area zip code,1,code,5400,keyword_tool,6,31,False,False,False,normal,46,37,False
san francisco ca zip code,1,code,9900,keyword_tool,5,25,False,False,False,normal,46,37,False
san francisco usa zip code,1,code,8100,keyword_tool,5,26,False,False,False,normal,46,37,False
san francisco zip code,1,code,27100,keyword_tool,4,22,False,False,False,normal,46,37,False
sand calculator,1,calculator,6600,keyword_tool,2,15,False,False,False,normal,23,58,False
sandals travel agent portal,2,agent,19800,keyword_tool,4,27,False,False,False,normal,-1,3786,True
sandwich maker,1,maker,12100,keyword_tool,2,14,False,False,False,normal,-1,3786,True
saslic acid face wash,1,face,8100,keyword_tool,4,21,False,False,False,normal,-1,3786,True
sat calculator,1,calculator,6600,keyword_tool,2,14,False,False,False,normal,-1,3786,True
sat reasoning test dates,1,tester,12100,keyword_tool,4,24,False,False,False,normal,-1,3786,True
sat score calculator,1,calculator,18100,keyword_tool,3,20,False,False,False,normal,-1,3786,True
sat test dates 2024,1,tester,6600,keyword_tool,4,19,False,False,False,normal,-1,3786,True
saturn return calculator,1,calculator,12100,keyword_tool,3,24,False,False,False,normal,-1,3786,True
savory breakfast ideas,1,ideas,5400,keyword_tool,3,22,False,False,False,normal,56,79,False
saw tool,1,tool,6600,keyword_tool,2,8,False,False,False,normal,-1,3786,True
scac code,1,code,5400,keyword_tool,2,9,False,False,False,normal,-1,3786,True
scared face,1,face,12100,keyword_tool,2,11,False,False,False,normal,-1,3786,True
scarf top,1,top,5400,keyword_tool,2,9,False,True,False,best_list,-1,3786,True
scary ocean animals,1,anime,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
scary pumpkin carving ideas,1,ideas,8100,keyword_tool,4,27,False,False,False,normal,60,37,False
scary videos,1,video,9900,keyword_tool,2,12,False,False,False,normal,29,46,False
scatter plot maker,1,maker,5400,keyword_tool,3,18,False,False,False,normal,-1,3786,True
scavenger hunt ideas,1,ideas,6600,keyword_tool,3,20,False,False,False,normal,-1,3786,True
schd calculator,1,calculator,5400,keyword_tool,2,15,False,False,False,normal,24,15,False
schd dividend calculator,1,calculator,6600,keyword_tool,3,24,False,False,False,normal,-1,3786,True
schedule builder,1,builder,74000,keyword_tool,2,16,False,False,False,normal,-1,3786,True
scheels discount code,1,code,5400,keyword_tool,3,21,False,False,False,normal,39,306,False
science project ideas,1,ideas,8100,keyword_tool,3,21,False,False,False,normal,-1,3786,True
scotsman ice maker,1,maker,6600,keyword_tool,3,18,False,False,False,normal,38,29,False
scottie scheffler replaces lost golf tool,1,tool,9900,keyword_tool,6,41,False,False,False,normal,-1,3786,True
scotts turf builder,1,builder,14800,keyword_tool,3,19,False,False,False,normal,-1,3786,True
screech owl sound,1,sound,9900,keyword_tool,3,17,False,False,False,normal,-1,3786,True
screened in porch ideas,1,ideas,8100,keyword_tool,4,23,False,False,False,normal,-1,3786,True
search reverse video,1,video,5400,keyword_tool,3,20,False,False,False,normal,-1,3786,True
search webmaster tools,1,tool,18100,keyword_tool,3,22,False,False,False,normal,-1,3786,True
seat geek promo code,1,code,8100,keyword_tool,4,20,False,False,False,normal,39,306,False
seatgeek promo code,1,code,60500,keyword_tool,3,19,False,False,False,normal,39,306,False
seatgeek promo codes,1,code,8100,keyword_tool,3,20,False,False,False,normal,39,306,False
seattle pin code,1,code,8100,keyword_tool,3,16,False,False,False,normal,-1,3786,True
seattle postal code,1,code,8100,keyword_tool,3,19,False,False,False,normal,44,32,False
seattle wa usa zip code,1,code,5400,keyword_tool,5,23,False,False,False,normal,44,32,False
seattle zip code,1,code,27100,keyword_tool,3,16,False,False,False,normal,44,32,False
secret santa gift ideas,1,ideas,14800,keyword_tool,4,23,False,False,False,normal,-1,3786,True
seed starting mix,1,starter,12100,keyword_tool,3,17,False,False,False,normal,-1,3786,True
seed starting trays,1,starter,6600,keyword_tool,3,19,False,False,False,normal,-1,3786,True
seek and you shall find,1,finder,5400,keyword_tool,5,23,False,False,False,normal,-1,3786,True
semi formal dress code,1,code,5400,keyword_tool,4,22,False,False,False,normal,39,306,False
senior parking spot ideas,1,ideas,5400,keyword_tool,4,25,False,False,False,normal,-1,3786,True
senior picture ideas,1,ideas,6600,keyword_tool,3,20,False,False,False,normal,-1,3786,True
senior quote ideas,1,ideas,6600,keyword_tool,3,18,False,False,False,normal,-1,3786,True
sequin top,1,top,18100,keyword_tool,2,10,False,True,False,best_list,-1,3786,True
serpentine belt tool,1,tool,6600,keyword_tool,3,20,False,False,False,normal,-1,3786,True
server intelligence agent,1,agent,6600,keyword_tool,3,25,False,False,False,normal,-1,3786,True
service advisor,1,advisor,5400,keyword_tool,2,15,False,False,False,normal,-1,3786,True
servsafe manager practice test,1,tester,8100,keyword_tool,4,30,False,False,False,normal,-1,3786,True
servsafe practice test,1,tester,12100,keyword_tool,3,22,False,False,False,normal,7,57,False
set boundaries find peace,1,finder,5400,keyword_tool,4,25,False,False,False,normal,-1,3786,True
setworks log in,1,logo,5400,keyword_tool,3,15,False,False,False,normal,-1,3786,True
seventh generation dishwasher detergent,1,generator,6600,keyword_tool,4,39,False,False,False,normal,-1,3786,True
sexology video,1,video,8100,keyword_tool,2,14,False,False,False,normal,29,46,False
sexsexsexsexsex video,1,video,27100,keyword_tool,2,21,False,False,False,normal,29,46,False
sexy costume ideas,1,ideas,5400,keyword_tool,3,18,False,False,False,normal,60,37,False
sexy video,1,video,22200,keyword_tool,2,10,False,False,False,normal,29,46,False
sf bay area zip code,1,code,5400,keyword_tool,5,20,False,False,False,normal,46,37,False
shaker style cabinets,1,style,8100,keyword_tool,3,21,False,False,False,normal,-1,3786,True
share incentive plan calculator,1,calculator,5400,keyword_tool,4,31,False,False,False,normal,-1,3786,True
sharks animal facts,1,anime,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
she shed ideas,1,ideas,5400,keyword_tool,3,14,False,False,False,normal,-1,3786,True
sheer top,1,top,8100,keyword_tool,2,9,False,True,False,best_list,-1,3786,True
shein coupon code,1,code,165000,keyword_tool,3,17,False,False,False,normal,39,306,False
shock top,1,top,5400,keyword_tool,2,9,False,True,False,best_list,-1,3786,True
shoes high top shoes,1,top,5400,keyword_tool,4,20,False,True,False,best_list,52,21,False
shonen anime,1,anime,9900,keyword_tool,2,12,False,False,False,normal,57,33,False
short action customs,1,action,14800,keyword_tool,3,20,False,False,False,normal,-1,3786,True
short beard styles,1,style,9900,keyword_tool,3,18,False,False,False,normal,54,77,False
short bob style hairstyles,1,style,5400,keyword_tool,4,26,False,False,False,normal,-1,3786,True
short cut style for women,1,style,22200,keyword_tool,5,25,False,False,False,normal,54,77,False
short hair plaiting styles,1,style,6600,keyword_tool,4,26,False,False,False,normal,-1,3786,True
short hair styles for men,1,style,6600,keyword_tool,5,25,False,False,False,normal,54,77,False
short hair styles over 50 woman,1,style,6600,keyword_tool,6,31,False,False,False,normal,54,77,False
short nail ideas,1,ideas,9900,keyword_tool,3,16,False,False,False,normal,61,48,False
short nails ideas,1,ideas,12100,keyword_tool,3,17,False,False,False,normal,61,48,False
shotgun style house,1,style,5400,keyword_tool,3,19,False,False,False,normal,-1,3786,True
shower niche ideas,1,ideas,5400,keyword_tool,3,18,False,False,False,normal,-1,3786,True
sic codes,1,code,12100,keyword_tool,2,9,False,False,False,normal,-1,3786,True
sig fig calculator,1,calculator,22200,keyword_tool,3,18,False,False,False,normal,-1,3786,True
sign in sheet template,1,template,5400,keyword_tool,4,22,False,False,False,normal,-1,3786,True
sign language for help,1,helper,9900,keyword_tool,4,22,False,False,False,normal,2,19,False
sign up sheet template,1,template,5400,keyword_tool,4,22,False,False,False,normal,-1,3786,True
signs of a bad starter,1,starter,5400,keyword_tool,5,22,False,False,False,normal,-1,3786,True
silent night song,1,song,5400,keyword_tool,3,17,False,False,False,normal,-1,3786,True
silver calculator,1,calculator,5400,keyword_tool,2,17,False,False,False,normal,-1,3786,True
silver top,1,top,5400,keyword_tool,2,10,False,True,False,best_list,51,49,False
simple gents hair style,1,style,6600,keyword_tool,4,23,False,False,False,normal,-1,3786,True
simple tattoo ideas,1,ideas,12100,keyword_tool,3,19,False,False,False,normal,58,41,False
simple vodka drinks to make,1,maker,5400,keyword_tool,5,27,False,False,False,normal,-1,3786,True
singapore urine test,1,tester,9900,keyword_tool,3,20,False,False,False,normal,-1,3786,True
single serve coffee maker,1,maker,18100,keyword_tool,4,25,False,False,False,normal,-1,3786,True
sirloin top sirloin,1,top,9900,keyword_tool,3,19,False,True,False,best_list,35,92,False
sit on top kayak,1,top,9900,keyword_tool,4,16,False,True,False,best_list,-1,3786,True
sit or start,1,starter,5400,keyword_tool,3,12,False,False,False,normal,-1,3786,True
sixth generation fighter,1,generator,8100,keyword_tool,3,24,False,False,False,normal,-1,3786,True
skeleton face paint,1,face,6600,keyword_tool,3,19,False,False,False,normal,59,15,False
skims coupon code,1,code,8100,keyword_tool,3,17,False,False,False,normal,39,306,False
skims discount code,1,code,33100,keyword_tool,3,19,False,False,False,normal,39,306,False
skims promo code,1,code,8100,keyword_tool,3,16,False,False,False,normal,39,306,False
skull tattoo designs,1,designer,6600,keyword_tool,3,20,False,False,False,normal,58,41,False
skytree building,1,builder,14800,keyword_tool,2,16,False,False,False,normal,-1,3786,True
sleepover ideas,1,ideas,9900,keyword_tool,2,15,False,False,False,normal,-1,3786,True
sleeve tattoo ideas,1,ideas,6600,keyword_tool,3,19,False,False,False,normal,58,41,False
sleeve tattoo ideas for men,1,ideas,9900,keyword_tool,5,27,False,False,False,normal,58,41,False
slim jim tool,1,tool,8100,keyword_tool,3,13,False,False,False,normal,-1,3786,True
sling promo code,1,code,8100,keyword_tool,3,16,False,False,False,normal,39,306,False
slope intercept form calculator,1,calculator,12100,keyword_tool,4,31,False,False,False,normal,-1,3786,True
slow cooker country style ribs,1,style,6600,keyword_tool,5,30,False,False,False,normal,-1,3786,True
small front porch ideas,1,ideas,5400,keyword_tool,4,23,False,False,False,normal,-1,3786,True
small laundry room ideas,1,ideas,9900,keyword_tool,4,24,False,False,False,normal,-1,3786,True
small tattoo ideas for men,1,ideas,9900,keyword_tool,5,26,False,False,False,normal,58,41,False
smart casual dress code,1,code,27100,keyword_tool,4,23,False,False,False,normal,39,306,False
smiley face fries,1,face,5400,keyword_tool,3,17,False,False,False,normal,-1,3786,True
smiski figures,1,figure,9900,keyword_tool,2,14,False,False,False,normal,-1,3786,True
smith building seattle washington,1,builder,9900,keyword_tool,4,33,False,False,False,normal,-1,3786,True
smog test,1,tester,12100,keyword_tool,2,9,False,False,False,normal,-1,3786,True
smooth video project,1,video,5400,keyword_tool,3,20,False,False,False,normal,-1,3786,True
snap assistance texas,1,assistant,8100,keyword_tool,3,21,False,False,False,normal,-1,3786,True
snap on tool chest,1,tool,5400,keyword_tool,4,18,False,False,False,normal,34,45,False
snapchat emoji meanings,1,emoji,9900,keyword_tool,3,23,False,False,False,normal,-1,3786,True
snapon tool box,1,tool,5400,keyword_tool,3,15,False,False,False,normal,-1,3786,True
